year,month,tmean
1835,Oct,-2.1429927349090576
1835,Nov,-1.3902877569198608
1835,Dec,-2.1620171070098877
1836,Jan,-0.4524080455303192
1836,Feb,1.1254633665084839
1836,Mar,1.167025089263916
1836,Apr,-0.6346345543861389
1836,May,-0.29574617743492126
1836,Jun,-0.4019363224506378
1836,Jul,-1.510888934135437
1836,Aug,-1.1096293926239014
1836,Sep,-1.2946348190307617
1836,Oct,-0.3606812655925751
1836,Nov,-1.4015123844146729
1836,Dec,-1.001880168914795
1837,Jan,1.5709999799728394
1837,Feb,1.6840146780014038
1837,Mar,0.19988448917865753
1837,Apr,-0.965884804725647
1837,May,-0.6103890538215637
1837,Jun,-0.9432949423789978
1837,Jul,-1.6259112358093262
1837,Aug,-0.9684974551200867
1837,Sep,-1.5073732137680054
1837,Oct,-1.8347527980804443
1837,Nov,-1.8299211263656616
1837,Dec,-0.6386312246322632
1838,Jan,-1.6294347047805786
1838,Feb,0.42542165517807007
1838,Mar,-0.8586800694465637
1838,Apr,-0.815836489200592
1838,May,-0.6459440588951111
1838,Jun,-0.3429693877696991
1838,Jul,-0.6323239207267761
1838,Aug,-0.7066600322723389
1838,Sep,-1.202454686164856
1838,Oct,-0.5258641242980957
1838,Nov,-0.397269606590271
1838,Dec,0.4011180102825165
1839,Jan,-0.3543702960014343
1839,Feb,2.9385557174682617
1839,Mar,-1.306607961654663
1839,Apr,0.3912671208381653
1839,May,-0.4704596698284149
1839,Jun,-0.20818378031253815
1839,Jul,0.004616893362253904
1839,Aug,0.687541127204895
1839,Sep,-0.5171532034873962
1839,Oct,-1.2394113540649414
1839,Nov,-0.5141607522964478
1839,Dec,-0.323660284280777
1840,Jan,2.763730049133301
1840,Feb,0.5296065211296082
1840,Mar,1.128434658050537
1840,Apr,-0.39147329330444336
1840,May,-0.12661172449588776
1840,Jun,-0.23243065178394318
1840,Jul,-0.45220452547073364
1840,Aug,-0.8335822224617004
1840,Sep,-1.0460715293884277
1840,Oct,-1.8276931047439575
1840,Nov,-2.3167965412139893
1840,Dec,-2.2541751861572266
1841,Jan,0.2906382977962494
1841,Feb,1.3230408430099487
1841,Mar,-0.7353593707084656
1841,Apr,-0.8359071016311646
1841,May,-0.8298242092132568
1841,Jun,-0.09105692058801651
1841,Jul,-0.24390912055969238
1841,Aug,-0.5990216135978699
1841,Sep,-1.6839544773101807
1841,Oct,-1.0684404373168945
1841,Nov,-0.7843194603919983
1841,Dec,-0.8835870027542114
1842,Jan,0.18613694608211517
1842,Feb,0.08248937875032425
1842,Mar,0.3435772955417633
1842,Apr,-0.3432449698448181
1842,May,-1.1088881492614746
1842,Jun,-0.8840838074684143
1842,Jul,-1.5548481941223145
1842,Aug,-1.478689432144165
1842,Sep,-1.5690220594406128
1842,Oct,-1.4339585304260254
1842,Nov,-0.7746430039405823
1842,Dec,1.2608882188796997
1843,Jan,-0.2574490010738373
1843,Feb,0.4931985139846802
1843,Mar,0.5477539896965027
1843,Apr,-0.39674606919288635
1843,May,-1.0241049528121948
1843,Jun,-0.8412199020385742
1843,Jul,-1.314129114151001
1843,Aug,-1.3211926221847534
1843,Sep,-1.5006500482559204
1843,Oct,-0.7040337324142456
1843,Nov,-1.121083378791809
1843,Dec,0.5785834193229675
1844,Jan,-0.11454383283853531
1844,Feb,1.1650140285491943
1844,Mar,-0.9763733744621277
1844,Apr,-0.5063301920890808
1844,May,-1.0420880317687988
1844,Jun,-0.09056176245212555
1844,Jul,-1.1936745643615723
1844,Aug,-1.4177758693695068
1844,Sep,-1.5911431312561035
1844,Oct,-1.1093595027923584
1844,Nov,-2.156186580657959
1844,Dec,-0.8042048215866089
1845,Jan,0.7039123773574829
1845,Feb,-0.6634832620620728
1845,Mar,0.011680711060762405
1845,Apr,0.10421872138977051
1845,May,-0.455390065908432
1845,Jun,-0.7866160273551941
1845,Jul,-0.8815321922302246
1845,Aug,-0.4773711860179901
1845,Sep,-1.4579402208328247
1845,Oct,-1.5190178155899048
1845,Nov,-1.2864731550216675
1845,Dec,-0.002475154120475054
1847,May,-0.223074808716774
1847,Jun,-0.33149251341819763
1847,Jul,-0.8024980425834656
1847,Aug,-0.7253825664520264
1847,Sep,-1.146508812904358
1847,Oct,-0.9179284572601318
1847,Nov,-0.5130137205123901
1847,Dec,-0.5432933568954468
1848,Jan,-1.2309658527374268
1848,Feb,1.2054710388183594
1848,Mar,-0.18952283263206482
1848,Apr,-0.3961924910545349
1848,May,-0.43782469630241394
1848,Jun,-0.035745128989219666
1848,Jul,-0.005453257355839014
1848,Aug,-1.1578737497329712
1848,Sep,-1.2831729650497437
1848,Oct,-0.8419297933578491
1848,Nov,0.11755634099245071
1848,Dec,-0.935483992099762
1849,Jan,-0.34363213181495667
1849,Feb,-0.3706189692020416
1849,Mar,-0.35289233922958374
1849,Jun,-0.4325692355632782
1849,Jul,-0.5912607312202454
1849,Aug,-0.9094022512435913
1849,Sep,-1.325847864151001
1849,Oct,-0.46970704197883606
1849,Nov,0.37759929895401
1849,Dec,-0.7127016186714172
1850,Jan,-2.0678021907806396
1850,Feb,1.7090857028961182
1850,Mar,-0.6252505779266357
1850,Apr,-1.2366284132003784
1850,May,-1.1331497430801392
1850,Jun,-0.5214892625808716
1850,Jul,-0.45037606358528137
1850,Aug,-0.18763874471187592
1850,Sep,-1.13668692111969
1850,Oct,-1.1843539476394653
1850,Nov,-0.42930132150650024
1850,Dec,0.2562216818332672
1851,Jan,0.431683748960495
1851,Feb,1.0227370262145996
1851,Mar,0.3484440743923187
1851,Apr,-0.04227284714579582
1851,May,0.6375600695610046
1851,Jun,0.29767897725105286
1851,Jul,-0.07989863306283951
1851,Aug,-0.14475955069065094
1851,Sep,-0.5579031109809875
1851,Oct,0.25903332233428955
1851,Nov,-0.03072386607527733
1851,Dec,-0.40583330392837524
1852,Jan,2.1864776611328125
1852,Feb,1.03001868724823
1852,Mar,-0.9069122672080994
1852,Apr,0.1508389264345169
1852,May,0.13508963584899902
1852,Jun,-0.3147701919078827
1852,Jul,0.011282538995146751
1852,Aug,-0.7358035445213318
1852,Sep,-0.5468947887420654
1852,Oct,-0.1800709366798401
1852,Nov,-1.376175045967102
1852,Dec,-0.624127209186554
1853,Jan,0.9627493023872375
1853,Feb,1.124406337738037
1853,Mar,-0.09349782764911652
1853,Apr,-0.044368088245391846
1853,May,0.19075386226177216
1853,Jun,-0.25565338134765625
1853,Jul,-0.6557813882827759
1853,Aug,-0.4641167223453522
1853,Sep,-0.8526360392570496
1853,Oct,-0.9836930632591248
1853,Dec,0.4176482856273651
1854,Jan,-0.4461018741130829
1854,Feb,0.4258584678173065
1854,Mar,0.026893218979239464
1854,Apr,0.2719871699810028
1854,May,-0.41266945004463196
1854,Jun,-0.26708415150642395
1854,Jul,-0.28982311487197876
1854,Aug,-0.25976529717445374
1854,Sep,-0.7707173824310303
1854,Oct,-0.0013364178594201803
1854,Nov,0.6065969467163086
1854,Dec,0.7853027582168579
1855,Jun,-0.26166898012161255
1855,Jul,-0.8200691342353821
1856,Jan,2.0680742263793945
1856,Feb,1.4385981559753418
1856,Mar,0.6119222044944763
1856,Apr,-0.10961747914552689
1856,May,0.09645117819309235
1856,Jun,0.75169438123703
1856,Jul,-0.8523329496383667
1856,Aug,-1.072066068649292
1856,Sep,-1.4529885053634644
1856,Oct,-1.46725594997406
1856,Nov,-0.26213377714157104
1856,Dec,-0.11811839044094086
1857,Jan,0.010136788710951805
1857,Feb,-0.19302552938461304
1857,Mar,0.25539669394493103
1857,Apr,-0.5842429995536804
1857,May,-0.6610797047615051
1857,Jun,-0.3571716547012329
1857,Jul,-0.7504698038101196
1857,Aug,-0.6664586663246155
1857,Sep,-1.0507087707519531
1857,Oct,-0.9708026647567749
1857,Nov,0.3610789179801941
1857,Dec,1.2106865644454956
1858,Jan,0.24861761927604675
1858,Feb,-0.2074621617794037
1858,Mar,0.7734044790267944
1858,Apr,0.4005385637283325
1858,May,0.04126245155930519
1858,Jun,0.05607031285762787
1858,Jul,-0.7146588563919067
1858,Aug,-1.0219213962554932
1858,Sep,-1.2303273677825928
1858,Oct,-0.5420868992805481
1858,Nov,0.4426249563694
1858,Dec,-1.086816430091858
1859,Jan,0.8291488885879517
1859,Feb,0.04360213875770569
1859,Mar,0.41450515389442444
1859,Apr,0.3633015751838684
1859,May,0.20151405036449432
1859,Jun,0.19962599873542786
1859,Jul,-0.7471179962158203
1859,Aug,-0.9219319224357605
1859,Sep,-1.1423461437225342
1859,Oct,-1.2644810676574707
1859,Nov,-1.2402254343032837
1859,Dec,1.478710412979126
1860,Jan,1.0597312450408936
1860,Feb,1.0860062837600708
1860,Mar,-0.3887632489204407
1860,Apr,-0.1771918684244156
1860,May,0.2553516924381256
1860,Jun,0.10913669317960739
1860,Jul,0.06948502361774445
1860,Aug,-0.4996055066585541
1860,Sep,-0.650296151638031
1860,Oct,-0.710024356842041
1860,Nov,0.005501249805092812
1860,Dec,-1.032513976097107
1861,Jan,-0.6867430806159973
1861,Feb,1.3019096851348877
1861,Mar,0.3008929491043091
1861,Apr,-0.035407617688179016
1861,May,0.07204636186361313
1861,Jun,0.5660313367843628
1861,Jul,-0.35678184032440186
1861,Aug,-0.10913760215044022
1861,Sep,-0.5870855450630188
1861,Oct,-0.9218898415565491
1861,Nov,-0.6079998016357422
1861,Dec,-1.6514170169830322
1862,Jan,-1.4889825582504272
1862,Feb,-0.20650576055049896
1862,Mar,-0.04839102923870087
1862,Apr,-1.3424898386001587
1862,May,-0.7492893934249878
1862,Jun,-0.35487452149391174
1862,Jul,-0.38326096534729004
1862,Aug,-0.9798682928085327
1862,Sep,-1.665281057357788
1862,Oct,-1.676277995109558
1862,Nov,0.07677657902240753
1862,Dec,-0.13939577341079712
1863,Jan,1.1634272336959839
1863,Feb,0.439037948846817
1863,Mar,0.43853089213371277
1863,Apr,-0.15502870082855225
1863,May,-0.3003501296043396
1863,Jun,0.0531526654958725
1863,Jul,-0.8643141984939575
1863,Aug,-0.6338624954223633
1863,Sep,-0.5546520948410034
1863,Oct,-0.801164984703064
1863,Nov,-0.3718985319137573
1863,Dec,-0.3946566879749298
1864,Jan,0.45661666989326477
1864,Feb,1.283857822418213
1864,Mar,0.2268887609243393
1864,Apr,-0.2710369825363159
1864,May,0.1596687138080597
1864,Jun,0.8412997722625732
1864,Jul,-0.6401716470718384
1864,Aug,-0.7785250544548035
1864,Sep,-0.7932499647140503
1864,Oct,-0.031780704855918884
1864,Nov,-0.0846341997385025
1864,Dec,-0.5700205564498901
1865,Jan,1.979446530342102
1865,Feb,0.9748136401176453
1865,Mar,-0.5101776719093323
1865,Apr,-0.44293445348739624
1865,May,-0.42566075921058655
1865,Jun,-0.08708804100751877
1865,Jul,-0.8350959420204163
1865,Aug,-0.9501070976257324
1865,Sep,-0.6495671272277832
1865,Oct,-0.4420514404773712
1865,Nov,0.33038049936294556
1865,Dec,0.044668011367321014
1866,Jan,0.883508026599884
1866,Feb,0.6931385397911072
1866,Mar,-0.0911712795495987
1866,Apr,0.21002738177776337
1866,May,0.04515101760625839
1866,Jun,-0.13552194833755493
1866,Jul,-0.21315233409404755
1866,Aug,-0.48187020421028137
1866,Sep,-1.321035385131836
1866,Oct,-1.1287498474121094
1866,Nov,0.4505176246166229
1866,Dec,1.1658754348754883
1867,Jan,0.1870959848165512
1867,Feb,-0.39566805958747864
1867,Mar,0.6736910343170166
1867,Apr,0.3970703184604645
1867,May,-0.08959353715181351
1867,Jun,0.24403849244117737
1867,Jul,-0.33979272842407227
1867,Aug,-1.1644322872161865
1867,Sep,-0.49610570073127747
1867,Oct,-0.11713626980781555
1867,Nov,1.3199049234390259
1867,Dec,0.06090470403432846
1868,Jan,0.7021909356117249
1868,Feb,1.245058298110962
1868,Mar,0.5949854850769043
1868,Apr,0.8639371395111084
1868,May,0.8266897797584534
1868,Jun,1.0371416807174683
1868,Jul,-0.07809746265411377
1868,Aug,-0.41897034645080566
1868,Sep,-0.6162470579147339
1868,Oct,0.6988203525543213
1868,Nov,0.23159632086753845
1868,Dec,0.9298811554908752
1869,Jan,1.4098296165466309
1869,Feb,1.8128304481506348
1869,Mar,0.1666140854358673
1869,Apr,0.9468717575073242
1869,May,0.5246829390525818
1869,Jun,-0.02752283215522766
1869,Jul,-0.08412938565015793
1869,Aug,-0.11522184312343597
1869,Sep,0.16830337047576904
1869,Oct,0.6720512509346008
1869,Nov,1.0704998970031738
1869,Dec,1.5068988800048828
1870,Jan,0.8322501182556152
1870,Feb,0.623066782951355
1870,Mar,0.5415552854537964
1870,Apr,0.29772353172302246
1870,May,0.1069512590765953
1870,Jun,0.0799092948436737
1870,Jul,-0.1379794180393219
1870,Aug,0.0441046841442585
1870,Sep,0.0064025381579995155
1870,Oct,0.09518399834632874
1870,Nov,0.07806149870157242
1870,Dec,0.8840926885604858
1871,Jan,-0.7222418785095215
1871,Feb,0.23765580356121063
1871,Mar,-0.47416746616363525
1871,Apr,0.2425120323896408
1871,May,-0.008671022951602936
1871,Jun,-0.8065169453620911
1871,Jul,-1.1663259267807007
1871,Aug,-0.7028672099113464
1871,Sep,-0.9202655553817749
1871,Oct,0.08681356906890869
1871,Nov,-1.4956574440002441
1871,Dec,0.06436499208211899
1872,Jan,1.4266289472579956
1872,Feb,0.5445576906204224
1872,Mar,1.1641432046890259
1872,Apr,-0.03546625375747681
1872,May,0.3205714523792267
1872,Jun,-0.4796152114868164
1872,Jul,-0.11324736475944519
1872,Aug,-0.03058604896068573
1872,Sep,-0.4917192757129669
1872,Oct,-0.617730438709259
1872,Nov,0.14455781877040863
1872,Dec,0.7836452126502991
1873,Jan,-0.8317652940750122
1873,Feb,1.3791190385818481
1873,Mar,-0.7774035334587097
1873,Apr,-0.2993362843990326
1873,May,-0.23072221875190735
1873,Jun,0.22269806265830994
1873,Jul,-0.4140847325325012
1873,Aug,-0.18074770271778107
1873,Sep,0.38493233919143677
1873,Oct,0.34023553133010864
1873,Nov,-0.157908096909523
1873,Dec,1.1599384546279907
1874,Jan,-0.6306116580963135
1874,Feb,2.070986747741699
1874,Mar,0.5683440566062927
1874,Apr,1.601004958152771
1874,May,1.6798640489578247
1874,Jun,1.2504680156707764
1874,Jul,-0.13075444102287292
1874,Aug,0.9379933476448059
1874,Sep,0.13309533894062042
1874,Oct,-0.004785954486578703
1874,Nov,-0.9376963376998901
1874,Dec,1.3062891960144043
1875,Jan,1.1477245092391968
1875,Feb,3.7519795894622803
1875,Mar,0.10545143485069275
1875,Apr,-0.5688700675964355
1875,May,-0.09995552152395248
1875,Jun,0.44413354992866516
1875,Jul,-0.23153071105480194
1875,Aug,-0.5660365223884583
1875,Sep,-0.14656220376491547
1875,Oct,0.5303822159767151
1875,Nov,-2.448909282684326
1875,Dec,-2.181325674057007
1876,Jan,-0.21564450860023499
1876,Feb,-1.5476266145706177
1876,Mar,-0.9953768849372864
1876,Apr,0.15212808549404144
1876,May,-0.16279789805412292
1876,Jun,-0.1408923715353012
1876,Jul,-0.6240448951721191
1876,Aug,-0.7980186343193054
1876,Sep,-0.4229402542114258
1876,Oct,-0.29197293519973755
1876,Nov,-1.395089030265808
1876,Dec,1.0089325904846191
1877,Jan,1.090291142463684
1877,Feb,0.48467886447906494
1877,Mar,1.3787649869918823
1877,Apr,0.8471118211746216
1877,May,1.3188254833221436
1877,Jun,0.2764018774032593
1877,Jul,-0.15952281653881073
1877,Aug,-0.20297811925411224
1877,Sep,-0.750565230846405
1877,Oct,-0.12013165652751923
1877,Nov,0.4567130208015442
1877,Dec,0.16933119297027588
1878,Jan,0.7623804211616516
1878,Feb,1.2394838333129883
1878,Mar,1.8624166250228882
1878,Apr,0.6642506718635559
1878,May,0.1631028950214386
1878,Jun,0.8059993982315063
1878,Jul,-0.04933131858706474
1878,Aug,0.1813412457704544
1878,Sep,0.027673279866576195
1878,Oct,-0.4968884289264679
1878,Nov,0.5063444972038269
1878,Dec,1.055418610572815
1879,Jan,1.3026529550552368
1879,Feb,0.462382972240448
1879,Mar,0.6929866075515747
1879,Apr,-0.1374417543411255
1879,May,0.20928902924060822
1879,Jun,0.2316920906305313
1879,Sep,-1.0489989519119263
1879,Oct,-0.8017629384994507
1879,Nov,-0.37405067682266235
1879,Dec,-0.677494466304779
1880,Jan,-1.168581247329712
1880,Feb,-0.05035695061087608
1880,Mar,-0.09268317371606827
1880,Apr,-0.19448573887348175
1880,May,0.5397247076034546
1881,Apr,0.7791649699211121
1881,May,-0.12246142327785492
1881,Jun,0.05430826544761658
1881,Jul,-0.022264493629336357
1881,Aug,0.707511842250824
1881,Sep,0.2179369181394577
1881,Oct,0.22829127311706543
1881,Nov,0.3483252227306366
1881,Dec,-1.7270792722702026
1882,Jan,1.4827662706375122
1882,Feb,-1.9064749479293823
1882,Mar,-1.8445537090301514
1882,Apr,-0.7221044898033142
1882,May,0.10417946428060532
1882,Jun,-0.3864401578903198
1882,Jul,-1.7430490255355835
1882,Aug,-1.4271016120910645
1882,Sep,0.6530477404594421
1882,Oct,0.9296185970306396
1882,Nov,-1.9772247076034546
1882,Dec,-2.8334524631500244
1883,Jan,2.15956974029541
1883,Feb,0.1413821578025818
1883,Mar,4.14330530166626
1883,Apr,1.86958646774292
1883,May,1.26188325881958
1883,Jun,0.3923538625240326
1883,Jul,-1.746328592300415
1883,Aug,-1.2299110889434814
1883,Sep,-0.09618725627660751
1883,Oct,0.3221708834171295
1883,Nov,-3.8584022521972656
1883,Dec,-0.9703090190887451
1884,Jan,3.606771945953369
1884,Feb,1.604135274887085
1884,Mar,1.9359132051467896
1884,Apr,0.7964654564857483
1884,May,-0.9746583700180054
1884,Jun,-0.26522308588027954
1884,Jul,-0.9108086228370667
1884,Aug,-0.595607340335846
1884,Sep,-1.3467564582824707
1884,Oct,-4.768150806427002
1884,Nov,-0.03441493213176727
1884,Dec,1.253388524055481
1885,Jan,0.5296210050582886
1885,Feb,-1.1272858381271362
1885,Mar,1.758419394493103
1885,Apr,1.9744293689727783
1885,May,1.2465900182724
1885,Jun,0.9025078415870667
1885,Jul,-0.2890864610671997
1885,Aug,0.06281180679798126
1885,Sep,-0.39815154671669006
1885,Oct,2.3188958168029785
1885,Nov,-1.703177809715271
1885,Dec,-0.2576909065246582
1886,Jan,-6.000089645385742
1886,Feb,-2.8046913146972656
1886,Mar,1.151954174041748
1886,Apr,1.349434494972229
1886,May,-0.11801119148731232
1886,Jun,0.8710154891014099
1886,Jul,-0.04761399328708649
