year,month,prcp
1914,Nov,1.3170000314712524
1914,Dec,71.10099792480469
1915,Jan,86.7030029296875
1915,Feb,136.02000427246094
1915,Mar,22.29400062561035
1915,Apr,38.763999938964844
1915,May,50.8849983215332
1915,Jun,0
1915,Jul,0
1915,Aug,0
1915,Sep,0.041999999433755875
1915,Oct,0
1915,Nov,9.975000381469727
1915,Dec,51.981998443603516
1916,Jan,129.69500732421875
1916,Feb,22.010000228881836
1916,Mar,51.375
1916,Apr,10.246999740600586
1916,May,4.443999767303467
1916,Jun,0
1916,Jul,0
1916,Aug,4.8979997634887695
1916,Sep,14.61400032043457
1916,Oct,50.96799850463867
1916,Nov,4.130000114440918
1916,Dec,83.85399627685547
1917,Jan,59.06399917602539
1917,Feb,26.297000885009766
1917,Mar,8.965999603271484
1917,Apr,16.950000762939453
1917,May,22.24799919128418
1917,Jun,0
1917,Jul,6.468999862670898
1917,Aug,0.6990000009536743
1917,Sep,0
1917,Oct,1.3029999732971191
1917,Nov,13.425999641418457
1917,Dec,1.725000023841858
1918,Jan,23.152999877929688
1918,Feb,157.89199829101563
1918,Mar,114.48200225830078
1918,Apr,0
1918,May,0.3109999895095825
1918,Jun,0
1918,Jul,4.2820000648498535
1918,Aug,0
1918,Sep,27.09000015258789
1918,Oct,9.211000442504883
1918,Nov,48.520999908447266
1918,Dec,44.97600173950195
1919,Jan,8.21399974822998
1919,Feb,73.69300079345703
1919,Mar,67.805999755859375
1919,Apr,8.210000038146973
1919,May,32.59400177001953
1919,Jun,0
1919,Jul,0
1919,Aug,0
1919,Sep,12.75
1919,Oct,9.482000350952148
1919,Nov,18.11400032043457
1919,Dec,27.054000854492188
1920,Jan,11.845999717712402
1920,Feb,53.87900161743164
1920,Mar,106.11900329589844
1920,Apr,11.050999641418457
1920,May,0
1920,Jun,0
1920,Jul,0
1920,Aug,1.3899999856948853
1920,Sep,0
1920,Oct,11.1850004196167
1920,Nov,16.899999618530273
1920,Dec,25.9950008392334
1921,Jan,69.022003173828125
1921,Feb,28.04800033569336
1921,Mar,25.864999771118164
1921,Apr,12.6850004196167
1921,May,71.18000030517578
1921,Jun,1.4240000247955322
1921,Jul,0
1921,Aug,0
1921,Sep,6.441999912261963
1921,Oct,11.626999855041504
1921,Nov,8.859999656677246
1921,Dec,135.43099975585938
1922,Jan,89.97899627685547
1922,Feb,58.0620002746582
1922,Mar,61.51100158691406
1922,Apr,5.440000057220459
1922,May,32.553001403808594
1922,Jun,0
1922,Jul,1.4600000381469727
1922,Aug,0
1922,Sep,0
1922,Oct,11.37600040435791
1922,Nov,23.80699920654297
1922,Dec,48.481998443603516
1923,Jan,30.132999420166016
1923,Feb,17.73200035095215
1923,Mar,3.865000009536743
1923,Apr,48.4900016784668
1923,May,0
1923,Jun,0.003000000026077032
1923,Jul,0
1923,Aug,0.10100000351667404
1923,Sep,8.812000274658203
1923,Oct,13.170000076293945
1923,Nov,17.312000274658203
1923,Dec,13.543999671936035
1924,Jan,6.827000141143799
1924,Feb,10.763999938964844
1924,Mar,59.87099838256836
1924,Apr,34.250999450683594
1924,May,0
1924,Jun,0
1924,Jul,0
1924,Aug,0
1924,Sep,0
1924,Oct,15.437999725341797
1924,Nov,12.204999923706055
1924,Dec,31.038000106811523
1925,Jan,18.2549991607666
1925,Feb,21.673999786376953
1925,Mar,51.02399826049805
1925,Apr,37.222999572753906
1925,May,18.52400016784668
1925,Jun,6.9670000076293945
1925,Jul,4.684000015258789
1925,Aug,4.146999835968018
1925,Sep,0
1925,Oct,19.73900032043457
1925,Nov,16.809999465942383
1925,Dec,28.07699966430664
1926,Jan,29.650999069213867
1926,Feb,66.76399993896484
1926,Mar,14.758999824523926
1926,Apr,113.77999877929688
1926,May,5.959000110626221
1926,Jun,0
1926,Jul,0
1926,Aug,0
1926,Sep,0
1926,Oct,5.192999839782715
1926,Nov,64.9489974975586
1926,Dec,43.21500015258789
1927,Jan,26.388999938964844
1927,Feb,112.1989974975586
1927,Mar,53.861000061035156
1927,Apr,12.87600040435791
1927,May,4.343999862670898
1927,Jun,6.388999938964844
1927,Jul,0
1927,Aug,0
1927,Sep,0
1927,Oct,37.19300079345703
1927,Nov,14.904000282287598
1927,Dec,26.219999313354492
1928,Jan,10.887999534606934
1928,Feb,54.125999450683594
1928,Mar,19.167999267578125
1928,Apr,15.644000053405762
1928,May,19.163000106811523
1928,Jun,0
1928,Jul,0
1928,Aug,0
1928,Sep,0
1928,Oct,2.5429999828338623
1928,Nov,33.66600036621094
1928,Dec,36.06999969482422
1929,Jan,27.179000854492188
1929,Feb,19.945999145507813
1929,Mar,40.867000579833984
1929,Apr,22.889999389648438
1929,May,0
1929,Jun,0.9629999995231628
1929,Jul,0
1929,Aug,0
1929,Sep,0.07400000095367432
1929,Oct,0
1929,Nov,0
1929,Dec,0.7120000123977661
1930,Jan,55.4119987487793
1930,Feb,12.590999603271484
1930,Mar,52.99700164794922
1930,Apr,8.300000190734863
1930,May,27.805999755859375
1930,Jun,0
1930,Jul,0
1930,Aug,0
1930,Sep,3.0450000762939453
1930,Oct,3.4089999198913574
1930,Nov,30.42099952697754
1930,Dec,0
1931,Jan,61.88399887084961
1931,Feb,53.11899948120117
1931,Mar,5.828000068664551
1931,Apr,29.320999145507813
1931,May,12.043999671936035
1931,Jun,7.776000022888184
1931,Jul,0
1931,Aug,8.62600040435791
1931,Sep,0
1931,Oct,3.2260000705718994
1931,Nov,46.2140007019043
1931,Dec,106.01899719238281
1932,Jan,36.91999816894531
1932,Feb,112.22599792480469
1932,Mar,2.7149999141693115
1932,Apr,16.858999252319336
1932,May,5.243000030517578
1932,Jun,0.0020000000949949026
1932,Jul,0
1932,Aug,0
1932,Sep,8.130999565124512
1932,Oct,4.552999973297119
1932,Nov,1.7619999647140503
1932,Dec,29.29199981689453
1933,Jan,121.8219985961914
1933,Feb,1.0369999408721924
1933,Mar,3.063999891281128
1933,Apr,12.194999694824219
1933,May,14.256999969482422
1933,Jun,17.964000701904297
1933,Jul,0
1933,Aug,0
1933,Sep,0
1933,Oct,8.89900016784668
1933,Nov,2.930000066757202
1933,Dec,30.792999267578125
1934,Jan,19.117000579833984
1934,Feb,39.10200119018555
1934,Mar,5.573999881744385
1934,Apr,0
1934,May,3.9830000400543213
1934,Jun,5.9120001792907715
1934,Jul,0
1934,Aug,0
1934,Sep,0
1934,Oct,45.165000915527344
1934,Nov,42.76300048828125
1934,Dec,48.577999114990234
1935,Jan,73.08699798583984
1935,Feb,37.0359992980957
1935,Mar,54.03200149536133
1935,Apr,29.319000244140625
1935,May,4.629000186920166
1935,Jun,0
1935,Jul,0
1935,Aug,13.973999977111816
1935,Sep,0.006000000052154064
1935,Oct,11.859999656677246
1935,Nov,8.375
1935,Dec,19.72100067138672
1936,Jan,9.625
1936,Feb,112.38899993896484
1936,Mar,29.56999969482422
1936,Apr,13.298999786376953
1936,May,8.300000190734863
1936,Jun,6.322000026702881
1936,Jul,0
1936,Aug,4.442999839782715
1936,Sep,0
1936,Oct,54.207000732421875
1936,Nov,1.7790000438690186
1936,Dec,102.49299621582031
1937,Jan,48.090999603271484
1937,Feb,68.78700256347656
1937,Mar,84.54399871826172
1937,Apr,9.663999557495117
1937,May,3.385999917984009
1937,Jun,0
1937,Jul,0
1937,Aug,0
1937,Sep,0
1937,Oct,4.317999839782715
1937,Nov,0
1937,Dec,42.46099853515625
1938,Jan,47.02199935913086
1938,Feb,96.30799865722656
1938,Mar,161.80499267578125
1938,Apr,30.78700065612793
1938,May,1.774999976158142
1938,Jun,0
1938,Jul,0
1938,Aug,0.01600000075995922
1938,Sep,2.194000005722046
1938,Oct,3.5390000343322754
1938,Nov,2.0439999103546143
1938,Dec,85.43800354003906
1939,Jan,57.77399826049805
1939,Feb,26.621000289916992
1939,Mar,47.78499984741211
1939,Apr,16.4060001373291
1939,May,8.229000091552734
1939,Jun,0
1939,Jul,0
1939,Aug,0
1939,Sep,51.04800033569336
1939,Oct,7.7179999351501465
1939,Nov,3.73799991607666
1939,Dec,14.491999626159668
1940,Jan,51.340999603271484
1940,Feb,72.23500061035156
1940,Mar,15.003000259399414
1940,Apr,43.82899856567383
1940,May,0
1940,Jun,0
1940,Jul,0
1940,Aug,0
1940,Sep,0
1940,Oct,32.814998626708984
1940,Nov,8.515999794006348
1940,Dec,86.4209976196289
1941,Jan,64.33799743652344
1941,Feb,135.7480010986328
1941,Mar,152.66000366210938
1941,Apr,88.964996337890625
1941,May,16.163000106811523
1941,Jun,0
1941,Jul,0
1941,Aug,0.09799999743700027
1941,Sep,0
1941,Oct,34.01599884033203
1941,Nov,6.7230000495910645
1941,Dec,103.8030014038086
1942,Jan,15.526000022888184
1942,Feb,7.007999897003174
1942,Mar,16.545000076293945
1942,Apr,77.266998291015625
1942,May,2.9609999656677246
1942,Jun,0
1942,Jul,0
1942,Aug,3.3459999561309814
1942,Sep,0
1942,Oct,17.0049991607666
1942,Nov,9.128000259399414
1942,Dec,21.420000076293945
1943,Jan,154.71800231933594
1943,Feb,60.4010009765625
1943,Mar,64.61499786376953
1943,Apr,43.729000091552734
1943,May,2.2829999923706055
1943,Jun,0
1943,Jul,0
1943,Aug,0
1943,Sep,0
1943,Oct,9.975000381469727
1943,Nov,3.8529999256134033
1943,Dec,78.48600006103516
1944,Jan,18.839000701904297
1944,Feb,164.31500244140625
1944,Mar,39.946998596191406
1944,Apr,20.89900016784668
1944,May,3.5959999561309814
1944,Jun,0
1944,Jul,0
1944,Aug,0
1944,Sep,0
1944,Oct,0.00800000037997961
1944,Nov,80.28199768066406
1944,Dec,14.812000274658203
1945,Jan,2.8910000324249268
1945,Feb,65.6520004272461
1945,Mar,68.81800079345703
1945,Apr,5.8480000495910645
1945,May,7.646999835968018
1945,Jun,0.057999998331069946
1945,Jul,0
1945,Aug,0
1945,Sep,15.506999969482422
1945,Oct,30.111000061035156
1945,Nov,7.570000171661377
1945,Dec,61.2599983215332
1946,Jan,10.942000389099121
1946,Feb,29.882999420166016
1946,Mar,75.89800262451172
1946,Apr,23.50200080871582
1946,May,5.132999897003174
1946,Jun,0
1946,Jul,0.7910000085830688
1946,Aug,0
1946,Sep,0
1946,Oct,12.154000282287598
1946,Nov,95.48100280761719
1946,Dec,48.064998626708984
1947,Jan,9.357999801635742
1947,Feb,9.3339996337890625
1947,Mar,30.506000518798828
1947,Apr,14.189000129699707
1947,May,2.497999906539917
1947,Jun,0
1947,Jul,0
1947,Aug,0.0020000000949949026
1947,Sep,0.019999999552965164
1947,Oct,4.367000102996826
1947,Nov,1.1549999713897705
1947,Dec,19.82200050354004
1948,Jan,0
1948,Feb,27.027999877929688
1948,Mar,53.125
1948,Apr,30.540000915527344
1948,May,5.914000034332275
1948,Jun,3.868000030517578
1948,Jul,0
1948,Aug,0
1948,Sep,0
1948,Oct,2.0920000076293945
1948,Nov,1.3890000581741333
1948,Dec,39.637001037597656
1949,Jan,22.822999954223633
1949,Feb,28.617000579833984
1949,Mar,43.14500045776367
1949,Apr,4.642000198364258
1949,May,21.57200050354004
1949,Jun,0.6899999976158142
1949,Jul,0
1949,Aug,0
1949,Sep,0
1949,Oct,0.7609999775886536
1949,Nov,13.456000328063965
1949,Dec,35.32600021362305
1950,Jan,38.34700012207031
1950,Feb,32.41400146484375
1950,Mar,24.187000274658203
1950,Apr,13.430999755859375
1950,May,5.901000022888184
1950,Jun,0
1950,Jul,0
1950,Aug,0
1950,Sep,9.517999649047852
1950,Oct,12.300000190734863
1950,Nov,9.4160003662109375
1950,Dec,8.951000213623047
1951,Jan,55.8129997253418
1951,Feb,21.457000732421875
1951,Mar,9.494000434875488
1951,Apr,30.586999893188477
1951,May,3.686000108718872
1951,Jun,0
1951,Jul,0
1951,Aug,0
1951,Sep,0
1951,Oct,16.687000274658203
1951,Nov,13.458000183105469
1951,Dec,62.301998138427734
1952,Jan,146.3040008544922
1952,Feb,10.616999626159668
1952,Mar,127.9800033569336
1952,Apr,29.65399932861328
1952,May,0
1952,Jun,0
1952,Jul,0
1952,Aug,0
1952,Sep,0.49900001287460327
1952,Oct,0
1952,Nov,55.224998474121094
1952,Dec,81.9530029296875
1953,Jan,17.972999572753906
1953,Feb,5.380000114440918
1953,Mar,12.281000137329102
1953,Apr,28.73900032043457
1953,May,6.060999870300293
1953,Jun,0
1953,Jul,0
1953,Aug,0
1953,Sep,0
1953,Oct,0
1953,Nov,40.28900146484375
1953,Dec,1.906000018119812
1954,Jan,80.6709976196289
1954,Feb,39.11199951171875
1954,Mar,52.43000030517578
1954,Apr,3.555999994277954
1954,May,0
1954,Jun,0
1954,Jul,0
1954,Aug,0
1954,Sep,0
1954,Oct,0
1954,Nov,19.975000381469727
1954,Dec,24.113000869750977
1955,Jan,94.55799865722656
1955,Feb,24.93000030517578
1955,Mar,3.9130001068115234
1955,Apr,18.74799919128418
1955,May,53.5989990234375
1955,Jun,0
1955,Jul,0
1955,Aug,0
1955,Sep,0
1955,Oct,0
1955,Nov,19.615999221801758
1955,Dec,47.39099884033203
1956,Jan,46.095001220703125
1956,Feb,15.817000389099121
1956,Mar,0.2630000114440918
1956,Apr,51.54600143432617
1956,May,27.62299919128418
1956,Jun,0
1956,Jul,0
1956,Aug,0
1956,Sep,0
1956,Oct,17.867000579833984
1956,Nov,0
1956,Dec,4.480999946594238
1957,Jan,74.1709976196289
1957,Feb,41.10900115966797
1957,Mar,44.36899948120117
1957,Apr,25.229999542236328
1957,May,27.976999282836914
1957,Jun,6.755000114440918
1957,Jul,0
1957,Aug,0
1957,Sep,0.0010000000474974513
1957,Oct,28.753000259399414
1957,Nov,13.628000259399414
1957,Dec,60.915000915527344
1958,Jan,26.142000198364258
1958,Feb,122.03900146484375
1958,Mar,111.88400268554688
1958,Apr,98.25700378417969
1958,May,17.757999420166016
1958,Jun,0
1958,Jul,0
1958,Aug,0.19599999487400055
1958,Sep,57.54399871826172
1958,Oct,6.513999938964844
1958,Nov,12.517000198364258
1958,Dec,0.3659999966621399
1959,Jan,39.36899948120117
1959,Feb,62.70899963378906
1959,Mar,0.36800000071525574
1959,Apr,11.052000045776367
1959,May,1.7130000591278076
1959,Jun,0
1959,Jul,0
1959,Aug,0
1959,Sep,3.5220000743865967
1959,Oct,0
1959,Nov,0
1959,Dec,22.972000122070313
1960,Jan,49.244998931884766
1960,Feb,34.409000396728516
1960,Mar,16.68899917602539
1960,Apr,26.719999313354492
1960,May,0.003000000026077032
1960,Jun,0
1960,Jul,0
1960,Aug,0
1960,Sep,0
1960,Oct,1.2489999532699585
1960,Nov,88.69000244140625
1960,Dec,2.888000011444092
1961,Jan,16.731000900268555
1961,Feb,7.7779998779296875
1961,Mar,24.834999084472656
1961,Apr,4.275000095367432
1961,May,3.5239999294281006
1961,Jun,0
1961,Jul,0
1961,Aug,9.314000129699707
1961,Sep,0
1961,Oct,0.2879999876022339
1961,Nov,47.49300003051758
1961,Dec,24.37700080871582
1962,Jan,35.9640007019043
1962,Feb,261.0150146484375
1962,Mar,31.905000686645508
1962,Apr,0.6669999957084656
1962,May,7.673999786376953
1962,Jun,0
1962,Jul,0
1962,Aug,0
1962,Sep,0
1962,Oct,7.563000202178955
1962,Nov,0
1962,Dec,0
1963,Jan,1.2699999809265137
1963,Feb,65.871002197265625
1963,Mar,41.98899841308594
1963,Apr,46.20199966430664
1963,May,12
1963,Jun,8.284000396728516
1963,Jul,0
1963,Aug,0
1963,Sep,39.10900115966797
1963,Oct,34.025001525878906
1963,Nov,56.11800003051758
1963,Dec,1.6330000162124634
1964,Jan,24.73200035095215
1964,Feb,2.736999988555908
1964,Mar,25.638999938964844
1964,Apr,25.368999481201172
1964,May,13.57800006866455
1964,Jun,1.6469999551773071
1964,Jul,0
1964,Aug,1.9630000591278076
1964,Sep,1.7109999656677246
1964,Oct,23.333999633789063
1964,Nov,32.67399978637695
1964,Dec,24.934999465942383
1965,Jan,25.209999084472656
1965,Feb,13.406999588012695
1965,Mar,19.405000686645508
1965,Apr,94.88200378417969
1965,May,0.035999998450279236
1965,Jun,0
1965,Jul,6.360000133514404
1965,Aug,7.139999866485596
1965,Sep,10.937000274658203
1965,Oct,0
1965,Nov,120.18000030517578
1965,Dec,69.121002197265625
1966,Jan,34.24300003051758
1966,Feb,36.097999572753906
1966,Mar,2.9809999465942383
1966,Apr,0
1966,May,0
1966,Jun,0
1966,Jul,0
1966,Aug,0
1966,Sep,6.508999824523926
1966,Oct,0.052000001072883606
1966,Nov,65.802001953125
1966,Dec,50.17900085449219
1967,Jan,40.26300048828125
1967,Feb,5.829999923706055
1967,Mar,24.44300079345703
1967,Apr,98.259002685546875
1967,May,3.634999990463257
1967,Jun,1.3839999437332153
1967,Jul,0
1967,Aug,0.04699999839067459
1967,Sep,8.152000427246094
1967,Oct,0
1967,Nov,91.58899688720703
1967,Dec,17.827999114990234
1968,Jan,9.383999824523926
1968,Feb,21.201000213623047
1968,Mar,30.424999237060547
1968,Apr,17.656999588012695
1968,May,2.615999937057495
1968,Jun,0
1968,Jul,0
1968,Aug,0
1968,Sep,0
1968,Oct,30.47599983215332
1968,Nov,14.83899974822998
1968,Dec,25.486000061035156
1969,Jan,128.32000732421875
1969,Feb,156.3179931640625
1969,Mar,31.13800048828125
1969,Apr,41.792999267578125
1969,May,4.755000114440918
1969,Jun,0.009999999776482582
1969,Jul,6.74399995803833
1969,Aug,0
1969,Sep,0
1969,Oct,0.7419999837875366
1969,Nov,19.878999710083008
1969,Dec,13.036999702453613
1970,Jan,25.434999465942383
1970,Feb,52.44900131225586
1970,Mar,70.1520004272461
1970,Apr,7.494999885559082
1970,May,0
1970,Jun,0
1970,Jul,0
1970,Aug,0
1970,Sep,0
1970,Oct,0
1970,Nov,103.91400146484375
1970,Dec,54.59299850463867
1971,Jan,13.555000305175781
1971,Feb,22.570999145507813
1971,Mar,9.491000175476074
1971,Apr,23.070999145507813
1971,May,18.858999252319336
1971,Jun,0
1971,Jul,0
1971,Aug,0
1971,Sep,2.2929999828338623
1971,Oct,4.116000175476074
1971,Nov,10.079999923706055
1971,Dec,119.55000305175781
1972,Jan,0
1972,Feb,2.440000057220459
1972,Mar,0
1972,Apr,2.496999979019165
1972,May,0
1972,Jun,3.9119999408721924
1972,Jul,0
1972,Aug,0
1972,Sep,0.8140000104904175
1972,Oct,7.025000095367432
1972,Nov,66.91400146484375
1972,Dec,22.260000228881836
1973,Jan,67.522003173828125
1973,Feb,119.41400146484375
1973,Mar,79.430999755859375
1973,Apr,1.156999945640564
1973,May,3.5450000762939453
1973,Jun,0
1973,Jul,0
1973,Aug,0
1973,Sep,0
1973,Oct,4.840000152587891
1973,Nov,30.92099952697754
1973,Dec,23.26099967956543
1974,Jan,95.052001953125
1974,Feb,3.38700008392334
1974,Mar,53.14400100708008
1974,Apr,14.305000305175781
1974,May,0.007000000216066837
1974,Jun,0
1974,Jul,5.021999835968018
1974,Aug,0.7099999785423279
1974,Sep,0
1974,Oct,28.764999389648438
1974,Nov,9.611000061035156
1974,Dec,63.154998779296875
1975,Jan,1.7549999952316284
1975,Feb,33.13999938964844
1975,Mar,71.37699890136719
1975,Apr,43.51499938964844
1975,May,0
1975,Jun,0
1975,Jul,0
1975,Aug,1.5880000591278076
1975,Sep,1.1299999952316284
1975,Oct,9.704999923706055
1975,Nov,7.632999897003174
1975,Dec,8.104999542236328
1976,Jan,0.5590000152587891
1976,Feb,99.64900207519531
1976,Mar,13.006999969482422
1976,Apr,24.267000198364258
1976,May,5.75
1976,Jun,3.4739999771118164
1976,Jul,0
1976,Aug,0
1976,Sep,91.93399810791016
1976,Oct,13.442000389099121
1976,Nov,13.871000289916992
1976,Dec,2.0439999103546143
1977,Jan,66.26000213623047
1977,Feb,5.335999965667725
1977,Mar,52.33399963378906
1977,Apr,0.7829999923706055
1977,May,72.63300323486328
1977,Jun,3.203000068664551
1977,Jul,0
1977,Aug,23.535999298095703
1977,Sep,0
1977,Oct,0
1977,Nov,10.675999641418457
1977,Dec,87.10600280761719
1978,Jan,74.9209976196289
1978,Feb,188.14999389648438
1978,Mar,180.58999633789063
1978,Apr,63.07500076293945
1978,May,17.808000564575195
1978,Jun,0
1978,Jul,0
1978,Aug,0.9330000281333923
1978,Sep,37.7239990234375
1978,Oct,1.9739999771118164
1978,Nov,18.63800048828125
1978,Dec,38.10900115966797
1979,Jan,96.19599914550781
1979,Feb,88.59200286865234
1979,Mar,100.6709976196289
1979,Apr,0
1979,May,11.8149995803833
1979,Jun,0
1979,Jul,0
1979,Aug,0
1979,Sep,2.621000051498413
1979,Oct,12.288000106811523
1979,Nov,10.5
1979,Dec,32.130001068115234
1980,Jan,79.51499938964844
1980,Feb,128.00100708007813
1980,Mar,69.00199890136719
1980,Apr,31.472000122070313
1980,May,13.946000099182129
1980,Jun,0
1980,Jul,1.7740000486373901
1980,Aug,0
1980,Sep,0
1980,Oct,2.697999954223633
1980,Nov,0
1980,Dec,9.381999969482422
1981,Jan,49.3390007019043
1981,Feb,31.714000701904297
1981,Mar,106.50700378417969
1981,Apr,17.583999633789063
1981,May,13.376999855041504
1981,Jun,0
1981,Jul,0
1981,Aug,0
1981,Sep,1.753999948501587
1981,Oct,30.433000564575195
1981,Nov,32.57099914550781
1981,Dec,4.604000091552734
1982,Jan,49.617000579833984
1982,Feb,18.393999099731445
1982,Mar,106.76200103759766
1982,Apr,56.999000549316406
1982,May,0
1982,Jun,0.7730000019073486
1982,Jul,0
